rowid,hometeam,homescore,awayteam,awayscore,winnerteam,winnerhomeoraway,margin,total,matchupid
966,Redskins,14,Rams,20,Rams,away,-6,34,58
967,Redskins,28,Rams,35,Rams,away,-7,63,58
968,Redskins,10,Rams,16,Rams,away,-6,26,58
969,Redskins,17,Rams,31,Rams,away,-14,48,58
970,Redskins,14,Rams,13,Redskins,home,1,27,58
971,Redskins,7,Rams,33,Rams,away,-26,40,58
972,Redskins,7,Rams,20,Rams,away,-13,27,58
973,Redskins,27,Rams,17,Redskins,home,10,44,58
974,Redskins,23,Rams,10,Redskins,home,13,33,58
975,Redskins,14,Rams,7,Redskins,home,7,21,58
976,Redskins,7,Rams,24,Rams,away,-17,31,58
977,Redskins,14,Rams,24,Rams,away,-10,38,58
978,Redskins,3,Rams,10,Rams,away,-7,13,58
979,Redskins,17,Rams,28,Rams,away,-11,45,58
980,Redskins,21,Rams,42,Rams,away,-21,63,58
981,Redskins,3,Rams,31,Rams,away,-28,34,58
982,Redskins,24,Rams,14,Redskins,home,10,38,58
983,Redskins,6,Rams,34,Rams,away,-28,40,58
984,Redskins,21,Rams,20,Redskins,home,1,41,58
985,Redskins,7,Rams,9,Rams,away,-2,16,58
986,Redskins,30,Rams,38,Rams,away,-8,68,58
987,Redskins,13,Rams,17,Rams,away,-4,30,58
988,Redskins,17,Rams,20,Rams,away,-3,37,58
989,Redskins,7,Rams,20,Rams,away,-13,27,58
990,Redskins,14,Rams,23,Rams,away,-9,37,58
991,Redskins,21,Rams,27,Rams,away,-6,48,58
992,Redskins,21,Rams,14,Redskins,home,7,35,58
993,Redskins,14,Rams,30,Rams,away,-16,44,58
994,Redskins,0,Rams,34,Rams,away,-34,34,58
995,Redskins,13,Rams,31,Rams,away,-18,44,58
996,Redskins,21,Rams,16,Redskins,home,5,37,58
997,Redskins,20,Rams,16,Redskins,home,4,36,58
998,Redskins,3,Rams,34,Rams,away,-31,37,58
999,Redskins,7,Rams,19,Rams,away,-12,26,58
1000,Redskins,7,Rams,20,Rams,away,-13,27,58
1001,49ers,48,Dolphins,13,49ers,home,35,61,59
1002,49ers,36,Dolphins,6,49ers,home,30,42,59
1003,49ers,27,Dolphins,14,49ers,home,13,41,59
1004,49ers,55,Dolphins,20,49ers,home,35,75,59
1005,49ers,45,Dolphins,16,49ers,home,29,61,59
1006,49ers,27,Dolphins,10,49ers,home,17,37,59
1007,49ers,52,Dolphins,6,49ers,home,46,58,59
1008,49ers,49,Dolphins,3,49ers,home,46,52,59
1009,49ers,27,Dolphins,23,49ers,home,4,50,59
1010,49ers,33,Dolphins,6,49ers,home,27,39,59
1011,49ers,17,Dolphins,7,49ers,home,10,24,59
1012,49ers,14,Dolphins,30,Dolphins,away,-16,44,59
1013,49ers,45,Dolphins,24,49ers,home,21,69,59
1014,49ers,34,Dolphins,7,49ers,home,27,41,59
1015,49ers,44,Dolphins,10,49ers,home,34,54,59
1016,49ers,30,Dolphins,19,49ers,home,11,49,59
1017,49ers,34,Dolphins,23,49ers,home,11,57,59
1018,49ers,21,Dolphins,22,Dolphins,away,-1,43,59
1019,49ers,33,Dolphins,17,49ers,home,16,50,59
1020,49ers,23,Dolphins,33,Dolphins,away,-10,56,59
1021,49ers,30,Dolphins,16,49ers,home,14,46,59
1022,49ers,37,Dolphins,6,49ers,home,31,43,59
1023,49ers,23,Dolphins,21,49ers,home,2,44,59
1024,49ers,24,Dolphins,17,49ers,home,7,41,59
1025,49ers,21,Dolphins,30,Dolphins,away,-9,51,59
1026,49ers,31,Dolphins,16,49ers,home,15,47,59
1027,49ers,41,Dolphins,24,49ers,home,17,65,59
1028,49ers,21,Dolphins,13,49ers,home,8,34,59
1029,49ers,37,Dolphins,9,49ers,home,28,46,59
1030,49ers,31,Dolphins,24,49ers,home,7,55,59
1031,49ers,45,Dolphins,16,49ers,home,29,61,59
1032,49ers,31,Dolphins,48,Dolphins,away,-17,79,59
1033,49ers,52,Dolphins,14,49ers,home,38,66,59
1034,49ers,34,Dolphins,6,49ers,home,28,40,59
1035,49ers,38,Dolphins,10,49ers,home,28,48,59
1036,49ers,34,Dolphins,13,49ers,home,21,47,59
1037,49ers,30,Dolphins,10,49ers,home,20,40,59
1038,49ers,48,Dolphins,20,49ers,home,28,68,59
1039,49ers,38,Dolphins,22,49ers,home,16,60,59
1040,49ers,56,Dolphins,3,49ers,home,53,59,59
1041,49ers,37,Dolphins,27,49ers,home,10,64,59
1042,49ers,24,Dolphins,20,49ers,home,4,44,59
1043,49ers,34,Dolphins,17,49ers,home,17,51,59
1044,49ers,37,Dolphins,6,49ers,home,31,43,59
1045,49ers,29,Dolphins,20,49ers,home,9,49,59
1046,49ers,45,Dolphins,6,49ers,home,39,51,59
1047,49ers,31,Dolphins,20,49ers,home,11,51,59
1048,49ers,20,Dolphins,9,49ers,home,11,29,59
1049,49ers,27,Dolphins,23,49ers,home,4,50,59
1050,49ers,41,Dolphins,7,49ers,home,34,48,59
1051,49ers,27,Dolphins,13,49ers,home,14,40,59
1052,49ers,28,Dolphins,26,49ers,home,2,54,59
1053,49ers,38,Dolphins,20,49ers,home,18,58,59
1054,49ers,48,Dolphins,17,49ers,home,31,65,59
1055,49ers,51,Dolphins,14,49ers,home,37,65,59
1056,49ers,40,Dolphins,31,49ers,home,9,71,59
1057,49ers,29,Dolphins,13,49ers,home,16,42,59
1058,49ers,31,Dolphins,12,49ers,home,19,43,59
1059,49ers,38,Dolphins,10,49ers,home,28,48,59
1060,49ers,16,Dolphins,20,Dolphins,away,-4,36,59
1061,49ers,20,Dolphins,13,49ers,home,7,33,59
1062,49ers,31,Dolphins,16,49ers,home,15,47,59
1063,49ers,30,Dolphins,23,49ers,home,7,53,59
1064,49ers,27,Dolphins,31,Dolphins,away,-4,58,59
1065,49ers,13,Dolphins,16,Dolphins,away,-3,29,59
1066,49ers,10,Dolphins,16,Dolphins,away,-6,26,59
1067,49ers,20,Dolphins,16,49ers,home,4,36,59
1068,49ers,17,Dolphins,27,Dolphins,away,-10,44,59
1069,49ers,37,Dolphins,23,49ers,home,14,60,59
1070,49ers,20,Dolphins,25,Dolphins,away,-5,45,59
1071,49ers,37,Dolphins,3,49ers,home,34,40,59
1072,49ers,20,Dolphins,19,49ers,home,1,39,59
1073,49ers,27,Dolphins,16,49ers,home,11,43,59
1074,49ers,21,Dolphins,27,Dolphins,away,-6,48,59
1075,49ers,40,Dolphins,7,49ers,home,33,47,59
1076,49ers,21,Dolphins,19,49ers,home,2,40,59
1077,49ers,51,Dolphins,10,49ers,home,41,61,59
1078,49ers,44,Dolphins,6,49ers,home,38,50,59
1079,49ers,24,Dolphins,6,49ers,home,18,30,59
1080,49ers,24,Dolphins,12,49ers,home,12,36,59
1081,49ers,21,Dolphins,12,49ers,home,9,33,59
1082,49ers,21,Dolphins,19,49ers,home,2,40,59
1083,49ers,23,Dolphins,9,49ers,home,14,32,59
1084,49ers,17,Dolphins,13,49ers,home,4,30,59
1085,49ers,34,Dolphins,17,49ers,home,17,51,59
1086,49ers,24,Dolphins,6,49ers,home,18,30,59
1087,49ers,27,Dolphins,22,49ers,home,5,49,59
1088,49ers,37,Dolphins,6,49ers,home,31,43,59
1089,49ers,24,Dolphins,23,49ers,home,1,47,59
1090,49ers,20,Dolphins,21,Dolphins,away,-1,41,59
1091,49ers,26,Dolphins,6,49ers,home,20,32,59
1092,49ers,45,Dolphins,3,49ers,home,42,48,59
1093,49ers,37,Dolphins,12,49ers,home,25,49,59
1094,49ers,21,Dolphins,24,Dolphins,away,-3,45,59
1095,49ers,31,Dolphins,23,49ers,home,8,54,59
1096,49ers,13,Dolphins,20,Dolphins,away,-7,33,59
1097,49ers,27,Dolphins,10,49ers,home,17,37,59
1098,49ers,31,Dolphins,16,49ers,home,15,47,59
1099,49ers,34,Dolphins,16,49ers,home,18,50,59
1100,49ers,31,Dolphins,6,49ers,home,25,37,59
1101,Browns,23,Colts,7,Browns,home,16,30,60
1102,Browns,7,Colts,12,Colts,away,-5,19,60
1103,Browns,19,Colts,17,Browns,home,2,36,60
1104,Browns,10,Colts,16,Colts,away,-6,26,60
1105,Browns,22,Colts,24,Colts,away,-2,46,60
1106,Browns,10,Colts,22,Colts,away,-12,32,60
1107,Browns,13,Colts,33,Colts,away,-20,46,60
1108,Browns,20,Colts,10,Browns,home,10,30,60
1109,Browns,6,Colts,27,Colts,away,-21,33,60
1110,Browns,13,Colts,10,Browns,home,3,23,60
1111,Browns,6,Colts,16,Colts,away,-10,22,60
1112,Browns,17,Colts,20,Colts,away,-3,37,60
1113,Browns,10,Colts,19,Colts,away,-9,29,60
1114,Browns,16,Colts,14,Browns,home,2,30,60
1115,Browns,24,Colts,33,Colts,away,-9,57,60
1116,Browns,9,Colts,38,Colts,away,-29,47,60
1117,Browns,16,Colts,21,Colts,away,-5,37,60
1118,Browns,10,Colts,23,Colts,away,-13,33,60
1119,Browns,9,Colts,35,Colts,away,-26,44,60
1120,Browns,24,Colts,31,Colts,away,-7,55,60
1121,Browns,10,Colts,44,Colts,away,-34,54,60
1122,Browns,20,Colts,42,Colts,away,-22,62,60
1123,Browns,28,Colts,20,Browns,home,8,48,60
1124,Browns,8,Colts,24,Colts,away,-16,32,60
1125,Browns,21,Colts,23,Colts,away,-2,44,60
1126,Browns,7,Colts,20,Colts,away,-13,27,60
1127,Browns,20,Colts,24,Colts,away,-4,44,60
1128,Browns,6,Colts,14,Colts,away,-8,20,60
1129,Browns,6,Colts,34,Colts,away,-28,40,60
1130,Browns,16,Colts,19,Colts,away,-3,35,60
1131,Browns,16,Colts,10,Browns,home,6,26,60
1132,Browns,10,Colts,30,Colts,away,-20,40,60
1133,Browns,16,Colts,3,Browns,home,13,19,60
1134,Browns,10,Colts,17,Colts,away,-7,27,60
1135,Browns,13,Colts,16,Colts,away,-3,29,60
1136,Browns,34,Colts,10,Browns,home,24,44,60
1137,Browns,20,Colts,10,Browns,home,10,30,60
1138,Browns,13,Colts,34,Colts,away,-21,47,60
1139,Browns,13,Colts,27,Colts,away,-14,40,60
1140,Browns,16,Colts,41,Colts,away,-25,57,60
1141,Browns,3,Colts,17,Colts,away,-14,20,60
1142,Browns,3,Colts,45,Colts,away,-42,48,60
1143,Browns,9,Colts,13,Colts,away,-4,22,60
1144,Browns,17,Colts,3,Browns,home,14,20,60
1145,Browns,13,Colts,16,Colts,away,-3,29,60
1146,Browns,3,Colts,20,Colts,away,-17,23,60
1147,Browns,10,Colts,12,Colts,away,-2,22,60
1148,Browns,23,Colts,20,Browns,home,3,43,60
1149,Browns,23,Colts,27,Colts,away,-4,50,60
1150,Browns,3,Colts,40,Colts,away,-37,43,60
1151,Browns,13,Colts,27,Colts,away,-14,40,60
1152,Browns,12,Colts,16,Colts,away,-4,28,60
1153,Browns,16,Colts,19,Colts,away,-3,35,60
1154,Browns,23,Colts,10,Browns,home,13,33,60
1155,Browns,21,Colts,20,Browns,home,1,41,60
1156,Browns,12,Colts,17,Colts,away,-5,29,60
1157,Browns,17,Colts,27,Colts,away,-10,44,60
1158,Browns,27,Colts,3,Browns,home,24,30,60
1159,Browns,27,Colts,23,Browns,home,4,50,60
1160,Browns,16,Colts,13,Browns,home,3,29,60
1161,Browns,3,Colts,16,Colts,away,-13,19,60
1162,Browns,13,Colts,9,Browns,home,4,22,60
1163,Browns,13,Colts,27,Colts,away,-14,40,60
1164,Browns,17,Colts,41,Colts,away,-24,58,60
1165,Browns,9,Colts,30,Colts,away,-21,39,60
1166,Browns,6,Colts,30,Colts,away,-24,36,60
1167,Browns,10,Colts,17,Colts,away,-7,27,60
1168,Browns,16,Colts,6,Browns,home,10,22,60
1169,Browns,34,Colts,20,Browns,home,14,54,60
1170,Browns,16,Colts,33,Colts,away,-17,49,60
1171,Browns,13,Colts,20,Colts,away,-7,33,60
1172,Browns,29,Colts,0,Browns,home,29,29,60
1173,Browns,13,Colts,30,Colts,away,-17,43,60
1174,Browns,17,Colts,9,Browns,home,8,26,60
1175,Browns,7,Colts,45,Colts,away,-38,52,60
1176,Browns,12,Colts,40,Colts,away,-28,52,60
1177,Browns,6,Colts,27,Colts,away,-21,33,60
1178,Browns,3,Colts,23,Colts,away,-20,26,60
1179,Browns,20,Colts,14,Browns,home,6,34,60
1180,Browns,17,Colts,10,Browns,home,7,27,60
1181,Browns,16,Colts,12,Browns,home,4,28,60
1182,Browns,3,Colts,21,Colts,away,-18,24,60
1183,Browns,6,Colts,14,Colts,away,-8,20,60
1184,Browns,5,Colts,27,Colts,away,-22,32,60
1185,Browns,6,Colts,31,Colts,away,-25,37,60
1186,Browns,13,Colts,24,Colts,away,-11,37,60
1187,Browns,9,Colts,10,Colts,away,-1,19,60
1188,Browns,20,Colts,3,Browns,home,17,23,60
1189,Browns,10,Colts,13,Colts,away,-3,23,60
1190,Browns,11,Colts,10,Browns,home,1,21,60
1191,Browns,3,Colts,20,Colts,away,-17,23,60
1192,Browns,14,Colts,20,Colts,away,-6,34,60
1193,Browns,13,Colts,21,Colts,away,-8,34,60
1194,Browns,16,Colts,10,Browns,home,6,26,60
1195,Browns,16,Colts,19,Colts,away,-3,35,60
1196,Browns,20,Colts,23,Colts,away,-3,43,60
1197,Browns,27,Colts,16,Browns,home,11,43,60
1198,Browns,17,Colts,35,Colts,away,-18,52,60
1199,Browns,20,Colts,27,Colts,away,-7,47,60
1200,Browns,3,Colts,21,Colts,away,-18,24,60
1201,Cowboys,34,Giants,14,Cowboys,home,20,48,61
1202,Cowboys,14,Giants,19,Giants,away,-5,33,61
1203,Cowboys,31,Giants,21,Cowboys,home,10,52,61
1204,Cowboys,20,Giants,14,Cowboys,home,6,34,61
1205,Cowboys,44,Giants,14,Cowboys,home,30,58,61
1206,Cowboys,23,Giants,24,Giants,away,-1,47,61
1207,Cowboys,20,Giants,21,Giants,away,-1,41,61
1208,Cowboys,41,Giants,26,Cowboys,home,15,67,61
1209,Cowboys,38,Giants,17,Cowboys,home,21,55,61
1210,Cowboys,45,Giants,20,Cowboys,home,25,65,61
1211,Cowboys,38,Giants,3,Cowboys,home,35,41,61
1212,Cowboys,38,Giants,20,Cowboys,home,18,58,61
1213,Cowboys,48,Giants,17,Cowboys,home,31,65,61
1214,Cowboys,38,Giants,17,Cowboys,home,21,55,61
1215,Cowboys,20,Giants,13,Cowboys,home,7,33,61
1216,Cowboys,57,Giants,7,Cowboys,home,50,64,61
1217,Cowboys,38,Giants,5,Cowboys,home,33,43,61
1218,Cowboys,13,Giants,14,Giants,away,-1,27,61
1219,Cowboys,13,Giants,37,Giants,away,-24,50,61
1220,Cowboys,30,Giants,13,Cowboys,home,17,43,61
1221,Cowboys,10,Giants,24,Giants,away,-14,34,61
1222,Cowboys,14,Giants,30,Giants,away,-16,44,61
1223,Cowboys,34,Giants,17,Cowboys,home,17,51,61
1224,Cowboys,31,Giants,9,Cowboys,home,22,40,61
1225,Cowboys,48,Giants,38,Cowboys,home,10,86,61
1226,Cowboys,20,Giants,41,Giants,away,-21,61,61
1227,Cowboys,27,Giants,9,Cowboys,home,18,36,61
1228,Cowboys,55,Giants,14,Cowboys,home,41,69,61
1229,Cowboys,34,Giants,37,Giants,away,-3,71,61
1230,Cowboys,12,Giants,9,Cowboys,home,3,21,61
1231,Cowboys,24,Giants,38,Giants,away,-14,62,61
1232,Cowboys,61,Giants,7,Cowboys,home,54,68,61
1233,Cowboys,41,Giants,10,Cowboys,home,31,51,61
1234,Cowboys,37,Giants,23,Cowboys,home,14,60,61
1235,Cowboys,35,Giants,30,Cowboys,home,5,65,61
1236,Cowboys,24,Giants,17,Cowboys,home,7,41,61
1237,Cowboys,41,Giants,34,Cowboys,home,7,75,61
1238,Cowboys,24,Giants,13,Cowboys,home,11,37,61
1239,Cowboys,10,Giants,26,Giants,away,-16,36,61
1240,Cowboys,16,Giants,14,Cowboys,home,2,30,61
1241,Cowboys,20,Giants,24,Giants,away,-4,44,61
1242,Cowboys,23,Giants,7,Cowboys,home,16,30,61
1243,Cowboys,30,Giants,23,Cowboys,home,7,53,61
1244,Cowboys,33,Giants,0,Cowboys,home,33,33,61
1245,Cowboys,23,Giants,31,Giants,away,-8,54,61
1246,Cowboys,38,Giants,30,Cowboys,home,8,68,61
1247,Cowboys,41,Giants,10,Cowboys,home,31,51,61
1248,Cowboys,28,Giants,13,Cowboys,home,15,41,61
1249,Cowboys,38,Giants,31,Cowboys,home,7,69,61
1250,Cowboys,44,Giants,3,Cowboys,home,41,47,61
1251,Cowboys,28,Giants,31,Giants,away,-3,59,61
1252,Cowboys,31,Giants,17,Cowboys,home,14,48,61
1253,Cowboys,62,Giants,17,Cowboys,home,45,79,61
1254,Cowboys,44,Giants,23,Cowboys,home,21,67,61
1255,Cowboys,44,Giants,10,Cowboys,home,34,54,61
1256,Cowboys,31,Giants,17,Cowboys,home,14,48,61
1257,Cowboys,44,Giants,10,Cowboys,home,34,54,61
1258,Cowboys,48,Giants,44,Cowboys,home,4,92,61
1259,Cowboys,30,Giants,24,Cowboys,home,6,54,61
1260,Cowboys,35,Giants,38,Giants,away,-3,73,61
1261,Cowboys,34,Giants,7,Cowboys,home,27,41,61
1262,Cowboys,23,Giants,27,Giants,away,-4,50,61
1263,Cowboys,28,Giants,38,Giants,away,-10,66,61
1264,Cowboys,41,Giants,10,Cowboys,home,31,51,61
1265,Cowboys,10,Giants,31,Giants,away,-21,41,61
1266,Cowboys,23,Giants,27,Giants,away,-4,50,61
1267,Cowboys,28,Giants,34,Giants,away,-6,62,61
1268,Cowboys,14,Giants,27,Giants,away,-13,41,61
1269,Cowboys,24,Giants,31,Giants,away,-7,55,61
1270,Cowboys,42,Giants,21,Cowboys,home,21,63,61
1271,Cowboys,48,Giants,17,Cowboys,home,31,65,61
1272,Cowboys,27,Giants,13,Cowboys,home,14,40,61
1273,Cowboys,0,Giants,23,Giants,away,-23,23,61
1274,Cowboys,43,Giants,20,Cowboys,home,23,63,61
1275,Cowboys,36,Giants,24,Cowboys,home,12,60,61
1276,Cowboys,44,Giants,47,Giants,away,-3,91,61
1277,Cowboys,30,Giants,35,Giants,away,-5,65,61
1278,Cowboys,31,Giants,17,Cowboys,home,14,48,61
1279,Cowboys,34,Giants,17,Cowboys,home,17,51,61
1280,Cowboys,31,Giants,21,Cowboys,home,10,52,61
1281,Cowboys,31,Giants,20,Cowboys,home,11,51,61
1282,Cowboys,31,Giants,10,Cowboys,home,21,41,61
1283,Cowboys,34,Giants,27,Cowboys,home,7,61,61
1284,Cowboys,34,Giants,23,Cowboys,home,11,57,61
1285,Cowboys,38,Giants,27,Cowboys,home,11,65,61
1286,Cowboys,31,Giants,35,Giants,away,-4,66,61
1287,Cowboys,34,Giants,20,Cowboys,home,14,54,61
1288,Cowboys,20,Giants,19,Cowboys,home,1,39,61
1289,Cowboys,23,Giants,13,Cowboys,home,10,36,61
1290,Cowboys,38,Giants,27,Cowboys,home,11,65,61
1291,Cowboys,38,Giants,20,Cowboys,home,18,58,61
1292,Cowboys,41,Giants,8,Cowboys,home,33,49,61
1293,Cowboys,20,Giants,31,Giants,away,-11,51,61
1294,Cowboys,28,Giants,38,Giants,away,-10,66,61
1295,Cowboys,31,Giants,27,Cowboys,home,4,58,61
1296,Cowboys,37,Giants,3,Cowboys,home,34,40,61
1297,Cowboys,44,Giants,21,Cowboys,home,23,65,61
1298,Cowboys,38,Giants,28,Cowboys,home,10,66,61
1299,Cowboys,14,Giants,6,Cowboys,home,8,20,61
1300,Cowboys,41,Giants,35,Cowboys,home,6,76,61
1301,Seahawks,38,Vikings,24,Seahawks,home,14,62,62
1302,Seahawks,38,Vikings,21,Seahawks,home,17,59,62
1303,Seahawks,30,Vikings,28,Seahawks,home,2,58,62
1304,Seahawks,30,Vikings,17,Seahawks,home,13,47,62
1305,Seahawks,31,Vikings,21,Seahawks,home,10,52,62
1306,Seahawks,31,Vikings,20,Seahawks,home,11,51,62
1307,Seahawks,42,Vikings,17,Seahawks,home,25,59,62
1308,Seahawks,42,Vikings,24,Seahawks,home,18,66,62
1309,Seahawks,27,Vikings,7,Seahawks,home,20,34,62
1310,Seahawks,35,Vikings,21,Seahawks,home,14,56,62
1311,Seahawks,30,Vikings,24,Seahawks,home,6,54,62
1312,Seahawks,44,Vikings,14,Seahawks,home,30,58,62
1313,Seahawks,38,Vikings,17,Seahawks,home,21,55,62
1314,Seahawks,38,Vikings,28,Seahawks,home,10,66,62
1315,Seahawks,55,Vikings,24,Seahawks,home,31,79,62
1316,Seahawks,21,Vikings,24,Vikings,away,-3,45,62
1317,Seahawks,27,Vikings,31,Vikings,away,-4,58,62
1318,Seahawks,35,Vikings,17,Seahawks,home,18,52,62
1319,Seahawks,23,Vikings,27,Vikings,away,-4,50,62
1320,Seahawks,22,Vikings,10,Seahawks,home,12,32,62
1321,Seahawks,35,Vikings,17,Seahawks,home,18,52,62
1322,Seahawks,41,Vikings,49,Vikings,away,-8,90,62
1323,Seahawks,42,Vikings,6,Seahawks,home,36,48,62
1324,Seahawks,27,Vikings,24,Seahawks,home,3,51,62
1325,Seahawks,20,Vikings,31,Vikings,away,-11,51,62
1326,Seahawks,38,Vikings,27,Seahawks,home,11,65,62
1327,Seahawks,21,Vikings,16,Seahawks,home,5,37,62
1328,Seahawks,48,Vikings,20,Seahawks,home,28,68,62
1329,Seahawks,38,Vikings,13,Seahawks,home,25,51,62
1330,Seahawks,24,Vikings,17,Seahawks,home,7,41,62
1331,Seahawks,34,Vikings,17,Seahawks,home,17,51,62
1332,Seahawks,34,Vikings,28,Seahawks,home,6,62,62
1333,Seahawks,59,Vikings,52,Seahawks,home,7,111,62
1334,Seahawks,31,Vikings,28,Seahawks,home,3,59,62
1335,Seahawks,29,Vikings,20,Seahawks,home,9,49,62
1336,Seahawks,27,Vikings,31,Vikings,away,-4,58,62
1337,Seahawks,31,Vikings,27,Seahawks,home,4,58,62
1338,Seahawks,48,Vikings,24,Seahawks,home,24,72,62
1339,Seahawks,22,Vikings,34,Vikings,away,-12,56,62
1340,Seahawks,38,Vikings,14,Seahawks,home,24,52,62
1341,Seahawks,35,Vikings,20,Seahawks,home,15,55,62
1342,Seahawks,27,Vikings,20,Seahawks,home,7,47,62
1343,Seahawks,27,Vikings,24,Seahawks,home,3,51,62
1344,Seahawks,17,Vikings,30,Vikings,away,-13,47,62
1345,Seahawks,20,Vikings,6,Seahawks,home,14,26,62
1346,Seahawks,24,Vikings,21,Seahawks,home,3,45,62
1347,Seahawks,20,Vikings,17,Seahawks,home,3,37,62
1348,Seahawks,40,Vikings,13,Seahawks,home,27,53,62
1349,Seahawks,41,Vikings,28,Seahawks,home,13,69,62
1350,Seahawks,24,Vikings,0,Seahawks,home,24,24,62
1351,Seahawks,49,Vikings,20,Seahawks,home,29,69,62
1352,Seahawks,13,Vikings,21,Vikings,away,-8,34,62
1353,Seahawks,31,Vikings,17,Seahawks,home,14,48,62
1354,Seahawks,38,Vikings,21,Seahawks,home,17,59,62
1355,Seahawks,45,Vikings,21,Seahawks,home,24,66,62
1356,Seahawks,19,Vikings,17,Seahawks,home,2,36,62
1357,Seahawks,41,Vikings,28,Seahawks,home,13,69,62
1358,Seahawks,23,Vikings,17,Seahawks,home,6,40,62
1359,Seahawks,24,Vikings,17,Seahawks,home,7,41,62
1360,Seahawks,17,Vikings,14,Seahawks,home,3,31,62
1361,Seahawks,27,Vikings,14,Seahawks,home,13,41,62
1362,Seahawks,41,Vikings,7,Seahawks,home,34,48,62
1363,Seahawks,30,Vikings,14,Seahawks,home,16,44,62
1364,Seahawks,24,Vikings,27,Vikings,away,-3,51,62
1365,Seahawks,27,Vikings,26,Seahawks,home,1,53,62
1366,Seahawks,34,Vikings,7,Seahawks,home,27,41,62
1367,Seahawks,31,Vikings,20,Seahawks,home,11,51,62
1368,Seahawks,17,Vikings,33,Vikings,away,-16,50,62
1369,Seahawks,54,Vikings,14,Seahawks,home,40,68,62
1370,Seahawks,9,Vikings,23,Vikings,away,-14,32,62
1371,Seahawks,23,Vikings,5,Seahawks,home,18,28,62
1372,Seahawks,37,Vikings,24,Seahawks,home,13,61,62
1373,Seahawks,37,Vikings,21,Seahawks,home,16,58,62
1374,Seahawks,27,Vikings,24,Seahawks,home,3,51,62
1375,Seahawks,42,Vikings,9,Seahawks,home,33,51,62
1376,Seahawks,35,Vikings,27,Seahawks,home,8,62,62
1377,Seahawks,28,Vikings,35,Vikings,away,-7,63,62
1378,Seahawks,24,Vikings,20,Seahawks,home,4,44,62
1379,Seahawks,16,Vikings,42,Vikings,away,-26,58,62
1380,Seahawks,42,Vikings,28,Seahawks,home,14,70,62
1381,Seahawks,20,Vikings,35,Vikings,away,-15,55,62
1382,Seahawks,37,Vikings,17,Seahawks,home,20,54,62
1383,Seahawks,41,Vikings,10,Seahawks,home,31,51,62
1384,Seahawks,14,Vikings,17,Vikings,away,-3,31,62
1385,Seahawks,27,Vikings,31,Vikings,away,-4,58,62
1386,Seahawks,42,Vikings,31,Seahawks,home,11,73,62
1387,Seahawks,3,Vikings,20,Vikings,away,-17,23,62
1388,Seahawks,14,Vikings,24,Vikings,away,-10,38,62
1389,Seahawks,16,Vikings,17,Vikings,away,-1,33,62
1390,Seahawks,17,Vikings,41,Vikings,away,-24,58,62
1391,Seahawks,38,Vikings,30,Seahawks,home,8,68,62
1392,Seahawks,20,Vikings,17,Seahawks,home,3,37,62
1393,Seahawks,48,Vikings,17,Seahawks,home,31,65,62
1394,Seahawks,45,Vikings,14,Seahawks,home,31,59,62
1395,Seahawks,10,Vikings,23,Vikings,away,-13,33,62
1396,Seahawks,16,Vikings,7,Seahawks,home,9,23,62
1397,Seahawks,24,Vikings,20,Seahawks,home,4,44,62
1398,Seahawks,48,Vikings,20,Seahawks,home,28,68,62
1399,Seahawks,28,Vikings,17,Seahawks,home,11,45,62
1400,Seahawks,27,Vikings,10,Seahawks,home,17,37,62
1401,Saints,30,Chargers,17,Saints,home,13,47,63
1402,Saints,6,Chargers,20,Chargers,away,-14,26,63
1403,Saints,30,Chargers,10,Saints,home,20,40,63
1404,Saints,45,Chargers,17,Saints,home,28,62,63
1405,Saints,23,Chargers,38,Chargers,away,-15,61,63
1406,Saints,58,Chargers,24,Saints,home,34,82,63
1407,Saints,20,Chargers,9,Saints,home,11,29,63
1408,Saints,33,Chargers,13,Saints,home,20,46,63
1409,Saints,21,Chargers,20,Saints,home,1,41,63
1410,Saints,10,Chargers,30,Chargers,away,-20,40,63
1411,Saints,14,Chargers,38,Chargers,away,-24,52,63
1412,Saints,17,Chargers,14,Saints,home,3,31,63
1413,Saints,35,Chargers,16,Saints,home,19,51,63
1414,Saints,17,Chargers,31,Chargers,away,-14,48,63
1415,Saints,3,Chargers,27,Chargers,away,-24,30,63
1416,Saints,41,Chargers,7,Saints,home,34,48,63
1417,Saints,24,Chargers,41,Chargers,away,-17,65,63
1418,Saints,41,Chargers,19,Saints,home,22,60,63
1419,Saints,36,Chargers,9,Saints,home,27,45,63
1420,Saints,30,Chargers,13,Saints,home,17,43,63
1421,Saints,14,Chargers,10,Saints,home,4,24,63
1422,Saints,24,Chargers,31,Chargers,away,-7,55,63
1423,Saints,23,Chargers,20,Saints,home,3,43,63
1424,Saints,44,Chargers,17,Saints,home,27,61,63
1425,Saints,16,Chargers,14,Saints,home,2,30,63
1426,Saints,22,Chargers,17,Saints,home,5,39,63
1427,Saints,26,Chargers,9,Saints,home,17,35,63
1428,Saints,28,Chargers,27,Saints,home,1,55,63
1429,Saints,33,Chargers,10,Saints,home,23,43,63
1430,Saints,40,Chargers,21,Saints,home,19,61,63
1431,Saints,20,Chargers,24,Chargers,away,-4,44,63
1432,Saints,26,Chargers,23,Saints,home,3,49,63
1433,Saints,16,Chargers,29,Chargers,away,-13,45,63
1434,Saints,19,Chargers,10,Saints,home,9,29,63
